cluster_id,affiliation_variant,occurrence_count,sources,canonical_key,display_name,fingerprint_key,token_key,suggested_canonical,match_reason,priority,cluster_variant_count,cluster_total_occurrences,canonical_keys_differ,country_suffix_only,needs_review,confirmed_same,approved_canonical
C0009,"Newcastle University, Germany",2,delegates; delegates_raw,Newcastle University,Newcastle University,newcastle university,newcastle university,Newcastle University,"fingerprint, token_key",high,7,177,True,False,True,,
C0009,"University Of Newcastle, Australia",2,delegates; delegates_raw,University Of Newcastle,University Of Newcastle,university of newcastle,newcastle university,Newcastle University,"fingerprint, token_key",high,7,177,True,False,True,,
C0498,Scripps Institution of Oceanography,137,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Scripps Institution of Oceanography,Scripps Institution of Oceanography,scripps institution of oceanography,institution oceanography scripps,Scripps Institution of Oceanography,token_key,low,2,159,False,True,True,,
C0498,"Scripps Institution of Oceanography, United States",22,delegates; delegates_raw,Scripps Institution of Oceanography,Scripps Institution of Oceanography,scripps institution of oceanography,institution oceanography scripps,Scripps Institution of Oceanography,token_key,low,2,159,False,True,True,,
C0633,University of North Carolina - Wilmington,135,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of North Carolina - Wilmington,University of North Carolina - Wilmington,university of north carolina - wilmington,carolina north university wilmington,University of North Carolina - Wilmington,token_key,low,2,159,False,True,True,,
C0633,"University of North Carolina - Wilmington, United States",24,delegates; delegates_raw,University of North Carolina - Wilmington,University of North Carolina - Wilmington,university of north carolina - wilmington,carolina north university wilmington,University of North Carolina - Wilmington,token_key,low,2,159,False,True,True,,
C0653,University of the Philippines,129,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of the Philippines,University of the Philippines,university of the philippines,philippines university,University of the Philippines,token_key,low,2,157,False,True,True,,
C0653,"University of the Philippines, Philippines",28,delegates; delegates_raw,University of the Philippines,University of the Philippines,university of the philippines,philippines university,University of the Philippines,token_key,low,2,157,False,True,True,,
C0023,University of the South Pacific,88,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University Of The South Pacific,University Of The South Pacific,university of the south pacific,pacific south university,University Of The South Pacific,token_key,low,5,152,False,True,True,,
C0023,University Of The South Pacific,40,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache,University Of The South Pacific,University Of The South Pacific,university of the south pacific,pacific south university,University Of The South Pacific,token_key,low,5,152,False,True,True,,
C0023,"University of the South Pacific, Fiji",18,delegates; delegates_raw,University Of The South Pacific,University Of The South Pacific,university of the south pacific,pacific south university,University Of The South Pacific,token_key,low,5,152,False,True,True,,
C0023,"University Of The South Pacific, Fiji",4,delegates; delegates_raw,University Of The South Pacific,University Of The South Pacific,university of the south pacific,pacific south university,University Of The South Pacific,token_key,low,5,152,False,True,True,,
C0023,"University Of The South Pacific, Vanuatu",2,delegates; delegates_raw,University Of The South Pacific,University Of The South Pacific,university of the south pacific,pacific south university,University Of The South Pacific,token_key,low,5,152,False,True,True,,
C0044,University of Hawai'i,92,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Hawaiʻi,University of Hawaiʻi,university of hawaii,hawaii university,University of Hawaiʻi,token_key,high,4,152,False,False,True,,
C0044,University of Hawaiʻi,34,delegates; delegates_raw; delegates_sanitized; emissions; map_locations,University of Hawaiʻi,University of Hawaiʻi,university of hawaii,hawaii university,University of Hawaiʻi,token_key,high,4,152,False,False,True,,
C0044,"University of Hawai'i, United States",24,delegates; delegates_raw,University of Hawaiʻi,University of Hawaiʻi,university of hawaii,hawaii university,University of Hawaiʻi,token_key,high,4,152,False,False,True,,
C0044,"University of Hawaiʻi, United States",2,delegates; delegates_raw,University of Hawaiʻi,University of Hawaiʻi,university of hawaii,hawaii university,University of Hawaiʻi,token_key,high,4,152,False,False,True,,
C0067,CRIOBE,128,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,CRIOBE,CRIOBE,criobe,criobe,CRIOBE,token_key,low,3,148,False,True,True,,
C0067,"CRIOBE, French Polynesia",14,delegates; delegates_raw,CRIOBE,CRIOBE,criobe,criobe,CRIOBE,token_key,low,3,148,False,True,True,,
C0067,"CRIOBE, France",6,delegates; delegates_raw,CRIOBE,CRIOBE,criobe,criobe,CRIOBE,token_key,low,3,148,False,True,True,,
C0007,University of Milano-Bicocca,73,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Milano - Bicocca,University of Milano - Bicocca,university of milano-bicocca,bicocca milano university,University of Milano - Bicocca,"fingerprint, fuzzy:0.98, token_key",high,8,147,False,False,True,,
C0007,University of Milano - Bicocca,38,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Milano - Bicocca,University of Milano - Bicocca,university of milano - bicocca,bicocca milano university,University of Milano - Bicocca,"fingerprint, fuzzy:0.98, token_key",high,8,147,False,False,True,,
C0007,"University of Milano-Bicocca, Italy",14,delegates; delegates_raw,University of Milano - Bicocca,University of Milano - Bicocca,university of milano-bicocca,bicocca milano university,University of Milano - Bicocca,"fingerprint, fuzzy:0.98, token_key",high,8,147,False,False,True,,
C0007,University of Milano-bicocca,7,map_locations; talks,University of Milano - Bicocca,University of Milano - Bicocca,university of milano-bicocca,bicocca milano university,University of Milano - Bicocca,"fingerprint, fuzzy:0.98, token_key",high,8,147,False,False,True,,
C0007,University Of Milano-bicocca,6,delegates; delegates_raw; delegates_sanitized; geocode_cache; speaker_profiles; speaker_profiles_cache,University of Milano - Bicocca,University of Milano - Bicocca,university of milano-bicocca,bicocca milano university,University of Milano - Bicocca,"fingerprint, fuzzy:0.98, token_key",high,8,147,False,False,True,,
C0007,University of Milan-Bicocca,5,geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,University of Milano - Bicocca,University of Milano - Bicocca,university of milan-bicocca,bicocca milan university,University of Milano - Bicocca,"fingerprint, fuzzy:0.98, token_key",high,8,147,False,False,True,,
C0007,"University Of Milano-bicocca, Italy",2,delegates; delegates_raw,University of Milano - Bicocca,University of Milano - Bicocca,university of milano-bicocca,bicocca milano university,University of Milano - Bicocca,"fingerprint, fuzzy:0.98, token_key",high,8,147,False,False,True,,
C0007,"University of Milano - Bicocca, Italy",2,delegates; delegates_raw,University of Milano - Bicocca,University of Milano - Bicocca,university of milano - bicocca,bicocca milano university,University of Milano - Bicocca,"fingerprint, fuzzy:0.98, token_key",high,8,147,False,False,True,,
C0542,Tel Aviv University,123,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Tel Aviv University,Tel Aviv University,tel aviv university,aviv tel university,Tel Aviv University,token_key,low,2,145,False,True,True,,
C0542,"Tel Aviv University, Israel",22,delegates; delegates_raw,Tel Aviv University,Tel Aviv University,tel aviv university,aviv tel university,Tel Aviv University,token_key,low,2,145,False,True,True,,
C0142,Arizona State University,119,delegates; delegates_raw; delegates_sanitized; emissions; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Arizona State University,Arizona State University,arizona state university,arizona state university,Arizona State University,token_key,low,2,143,False,True,True,,
C0142,"Arizona State University, United States",24,delegates; delegates_raw,Arizona State University,Arizona State University,arizona state university,arizona state university,Arizona State University,token_key,low,2,143,False,True,True,,
C0695,Yayasan Konservasi Alam Nusantara,120,delegates; delegates_raw; delegates_sanitized; geocode_cache; map_locations; speaker_profiles; speaker_profiles_cache; talks,Yayasan Konservasi Alam Nusantara,Yayasan Konservasi Alam Nusantara,yayasan konservasi alam nusantara,alam konservasi nusantara yayasan,Yayasan Konservasi Alam Nusantara,token_key,low,2,142,False,True,True,,
